ID,Age,Category,Day,gender,tripduration
656,1965 - 1969,7,02,2,566.959183673
657,1965 - 1969,7,03,0,727.181818182
658,1965 - 1969,7,03,1,686.067988669
659,1965 - 1969,7,03,2,692.905429072
660,1965 - 1969,7,04,0,864.0
661,1965 - 1969,7,04,1,653.643458301
662,1965 - 1969,7,04,2,1084.73359841
663,1965 - 1969,7,05,0,711.0
664,1965 - 1969,7,05,1,681.153963998
665,1965 - 1969,7,05,2,732.079545455
666,1965 - 1969,7,06,0,864.6
667,1965 - 1969,7,06,1,671.387151598
668,1965 - 1969,7,06,2,761.242528736
669,1965 - 1969,7,07,0,495.4
670,1965 - 1969,7,07,1,650.254019293
671,1965 - 1969,7,07,2,750.25
672,1965 - 1969,7,08,0,616.75
673,1965 - 1969,7,08,1,695.594187857
674,1965 - 1969,7,08,2,810.759541985
675,1965 - 1969,7,09,0,561.0
676,1965 - 1969,7,09,1,666.50373444
677,1965 - 1969,7,09,2,959.719178082
678,1965 - 1969,7,10,0,490.111111111
679,1965 - 1969,7,10,1,640.629602356
680,1965 - 1969,7,10,2,705.760714286
681,1965 - 1969,7,11,0,707.6
682,1965 - 1969,7,11,1,655.103268945
683,1965 - 1969,7,11,2,732.897727273
684,1965 - 1969,7,12,0,1160.2
685,1965 - 1969,7,12,1,660.54436265
686,1965 - 1969,7,12,2,752.370317003
687,1965 - 1969,7,13,0,845.3
688,1965 - 1969,7,13,1,639.6
689,1965 - 1969,7,13,2,678.109619687
690,1965 - 1969,7,14,0,881.909090909
691,1965 - 1969,7,14,1,660.781618225
692,1965 - 1969,7,14,2,724.198211624
693,1965 - 1969,7,15,0,646.363636364
694,1965 - 1969,7,15,1,654.788880814
695,1965 - 1969,7,15,2,746.923362176
696,1965 - 1969,7,16,0,739.0
697,1965 - 1969,7,16,1,655.875404531
698,1965 - 1969,7,16,2,706.719020173
699,1965 - 1969,7,17,0,1258.66666667
700,1965 - 1969,7,17,1,680.856417694
701,1965 - 1969,7,17,2,1041.00179211
702,1965 - 1969,7,18,0,837.25
703,1965 - 1969,7,18,1,770.529821844
704,1965 - 1969,7,18,2,755.945010183
705,1965 - 1969,7,19,0,1016.0
706,1965 - 1969,7,19,1,690.468164794
707,1965 - 1969,7,19,2,811.214285714
708,1965 - 1969,7,20,0,1026.875
709,1965 - 1969,7,20,1,697.731834605
710,1965 - 1969,7,20,2,695.263231198
711,1965 - 1969,7,21,0,359.666666667
712,1965 - 1969,7,21,1,987.108910891
713,1965 - 1969,7,21,2,456.68
714,1965 - 1969,7,22,0,574.5
715,1965 - 1969,7,22,1,671.982589771
716,1965 - 1969,7,22,2,740.981707317
717,1965 - 1969,7,23,0,586.714285714
718,1965 - 1969,7,23,1,778.719219829
719,1965 - 1969,7,23,2,763.586898396
720,1965 - 1969,7,24,0,972.181818182
721,1965 - 1969,7,24,1,729.631611316
722,1965 - 1969,7,24,2,786.60787172
723,1965 - 1969,7,25,0,607.857142857
724,1965 - 1969,7,25,1,781.760224539
725,1965 - 1969,7,25,2,706.195171026
726,1965 - 1969,7,26,0,917.615384615
727,1965 - 1969,7,26,1,712.247876448
728,1965 - 1969,7,26,2,783.82987013
729,1965 - 1969,7,27,0,804.714285714
730,1965 - 1969,7,27,1,698.676406926
731,1965 - 1969,7,27,2,727.021276596
732,1965 - 1969,7,28,0,633.454545455
733,1965 - 1969,7,28,1,708.25721593
734,1965 - 1969,7,28,2,777.745762712
735,1965 - 1969,7,29,0,722.722222222
736,1965 - 1969,7,29,1,686.665337056
737,1965 - 1969,7,29,2,742.6435247
738,1965 - 1969,7,30,0,634.526315789
739,1965 - 1969,7,30,1,683.472266244
740,1965 - 1969,7,30,2,790.180505415
741,1965 - 1969,7,31,0,489.6
742,1965 - 1969,7,31,1,844.187347932
743,1965 - 1969,7,31,2,791.936434109
744,1970 - 1974,8,01,0,570.0
745,1970 - 1974,8,01,1,668.1977085
746,1970 - 1974,8,01,2,1075.12788462
747,1970 - 1974,8,02,0,618.666666667
748,1970 - 1974,8,02,1,608.831442464
749,1970 - 1974,8,02,2,648.8
750,1970 - 1974,8,03,0,744.428571429
751,1970 - 1974,8,03,1,732.516374269
752,1970 - 1974,8,03,2,687.777777778
753,1970 - 1974,8,04,0,1657.0
754,1970 - 1974,8,04,1,682.088520055
755,1970 - 1974,8,04,2,796.012903226
756,1970 - 1974,8,05,0,531.125
757,1970 - 1974,8,05,1,692.232542373
758,1970 - 1974,8,05,2,838.213367609
759,1970 - 1974,8,06,0,519.142857143
760,1970 - 1974,8,06,1,706.111400463
761,1970 - 1974,8,06,2,756.501096491
762,1970 - 1974,8,07,0,333.0
763,1970 - 1974,8,07,1,622.616455696
764,1970 - 1974,8,07,2,634.956521739
765,1970 - 1974,8,08,0,557.5
766,1970 - 1974,8,08,1,646.864705882
767,1970 - 1974,8,08,2,727.116883117
768,1970 - 1974,8,09,0,654.125
769,1970 - 1974,8,09,1,671.366689281
770,1970 - 1974,8,09,2,691.266846361
771,1970 - 1974,8,10,0,1132.92857143
772,1970 - 1974,8,10,1,653.40872772
773,1970 - 1974,8,10,2,1051.52264151
774,1970 - 1974,8,11,0,491.214285714
775,1970 - 1974,8,11,1,876.335171569
776,1970 - 1974,8,11,2,916.662264151
777,1970 - 1974,8,12,0,323.25
778,1970 - 1974,8,12,1,701.996080993
779,1970 - 1974,8,12,2,757.30012004,148
780,1970 - 1974,8,13,0,646.142857143
781,1970 - 1974,8,13,1,647.723914129
782,1970 - 1974,8,13,2,635.361344538
783,1970 - 1974,8,14,0,655.7
784,1970 - 1974,8,14,1,664.316818774
785,1970 - 1974,8,14,2,805.768392371
786,1970 - 1974,8,15,0,559.538461538
787,1970 - 1974,8,15,1,647.288981289
788,1970 - 1974,8,15,2,834.545351474
789,1970 - 1974,8,16,0,649.454545455
790,1970 - 1974,8,16,1,708.403644954
791,1970 - 1974,8,16,2,772.201936376
792,1970 - 1974,8,17,0,499.0
793,1970 - 1974,8,17,1,699.160671463
794,1970 - 1974,8,17,2,836.666666667
795,1970 - 1974,8,18,0,354.0
796,1970 - 1974,8,18,1,701.50132626
797,1970 - 1974,8,18,2,759.802734375
798,1970 - 1974,8,19,0,648.384615385
799,1970 - 1974,8,19,1,684.862725451
800,1970 - 1974,8,19,2,773.391634981
801,1970 - 1974,8,20,0,451.375
802,1970 - 1974,8,20,1,644.032302883
803,1970 - 1974,8,20,2,721.477961433
804,1970 - 1974,8,21,0,736.0
805,1970 - 1974,8,21,1,1537.04057971
806,1970 - 1974,8,21,2,1009.43396226
807,1970 - 1974,8,22,0,565.6
808,1970 - 1974,8,22,1,675.728638498
809,1970 - 1974,8,22,2,729.969879518
810,1970 - 1974,8,23,0,487.2
811,1970 - 1974,8,23,1,712.695203198
812,1970 - 1974,8,23,2,778.225981055
813,1970 - 1974,8,24,0,965.285714286
814,1970 - 1974,8,24,1,717.157866379
815,1970 - 1974,8,24,2,800.640699523
816,1970 - 1974,8,25,0,671.777777778
817,1970 - 1974,8,25,1,725.387835186
818,1970 - 1974,8,25,2,713.872767857
819,1970 - 1974,8,26,0,460.181818182
820,1970 - 1974,8,26,1,725.234813847
821,1970 - 1974,8,26,2,842.040993789
822,1970 - 1974,8,27,0,609.692307692
823,1970 - 1974,8,27,1,686.124535316
824,1970 - 1974,8,27,2,802.779620853
825,1970 - 1974,8,28,0,577.315789474
826,1970 - 1974,8,28,1,708.629171817
827,1970 - 1974,8,28,2,754.081395349
828,1970 - 1974,8,29,0,502.666666667
829,1970 - 1974,8,29,1,710.213483146
830,1970 - 1974,8,29,2,756.069012179
831,1970 - 1974,8,30,0,524.142857143
832,1970 - 1974,8,30,1,667.671035387
833,1970 - 1974,8,30,2,737.824468085
834,1970 - 1974,8,31,0,452.909090909
835,1970 - 1974,8,31,1,752.436264822
836,1970 - 1974,8,31,2,1372.74892396
837,1975 - 1979,9,01,0,703.804878049
838,1975 - 1979,9,01,1,691.061474406
839,1975 - 1979,9,01,2,723.374263261
840,1975 - 1979,9,02,0,542.4
841,1975 - 1979,9,02,1,528.536
842,1975 - 1979,9,02,2,796.295238095
843,1975 - 1979,9,03,0,373.238095238
844,1975 - 1979,9,03,1,646.01144641
845,1975 - 1979,9,03,2,786.910583942
846,1975 - 1979,9,04,0,497.818181818
847,1975 - 1979,9,04,1,653.268348624
848,1975 - 1979,9,04,2,762.731958763
849,1975 - 1979,9,05,0,455.621621622
850,1975 - 1979,9,05,1,634.643678161
851,1975 - 1979,9,05,2,672.886559803
852,1975 - 1979,9,06,0,638.0
853,1975 - 1979,9,06,1,791.061986755
854,1975 - 1979,9,06,2,738.695652174
855,1975 - 1979,9,07,0,466.5
856,1975 - 1979,9,07,1,588.912350598
857,1975 - 1979,9,07,2,528.874213836
858,1975 - 1979,9,08,0,620.862068966
859,1975 - 1979,9,08,1,641.724031008
860,1975 - 1979,9,08,2,794.87477314
861,1975 - 1979,9,09,0,472.0
862,1975 - 1979,9,09,1,647.547752809
863,1975 - 1979,9,09,2,709.278940028
864,1975 - 1979,9,10,0,394.722222222
865,1975 - 1979,9,10,1,640.708053691
866,1975 - 1979,9,10,2,782.869565217
867,1975 - 1979,9,11,0,527.25
868,1975 - 1979,9,11,1,1227.25758443
869,1975 - 1979,9,11,2,1280.76709797
870,1975 - 1979,9,12,0,614.71875
871,1975 - 1979,9,12,1,667.814260563
872,1975 - 1979,9,12,2,753.950372208
873,1975 - 1979,9,13,0,513.647058824
874,1975 - 1979,9,13,1,717.521088435
875,1975 - 1979,9,13,2,604.400862069
876,1975 - 1979,9,14,0,538.03030303
877,1975 - 1979,9,14,1,624.104724646
878,1975 - 1979,9,14,2,691.490437158
879,1975 - 1979,9,15,0,420.96969697
880,1975 - 1979,9,15,1,634.894583884
881,1975 - 1979,9,15,2,783.439106145
882,1975 - 1979,9,16,0,572.918918919
883,1975 - 1979,9,16,1,642.020643594
884,1975 - 1979,9,16,2,790.088235294
885,1975 - 1979,9,17,0,737.764705882
886,1975 - 1979,9,17,1,692.327668614
887,1975 - 1979,9,17,2,826.586690018
888,1975 - 1979,9,18,0,547.2
889,1975 - 1979,9,18,1,646.827858881
890,1975 - 1979,9,18,2,812.421455939
891,1975 - 1979,9,19,0,612.606060606
892,1975 - 1979,9,19,1,659.334379458
893,1975 - 1979,9,19,2,681.51995439
894,1975 - 1979,9,20,0,486.590909091
895,1975 - 1979,9,20,1,634.277946537
896,1975 - 1979,9,20,2,706.161417323
897,1975 - 1979,9,21,0,0.0
898,1975 - 1979,9,21,1,644.407738095
899,1975 - 1979,9,21,2,947.139534884
900,1975 - 1979,9,22,0,565.04
901,1975 - 1979,9,22,1,664.352090032
902,1975 - 1979,9,22,2,681.834008097
903,1975 - 1979,9,23,0,1418.48484848
904,1975 - 1979,9,23,1,670.146640091
905,1975 - 1979,9,23,2,1115.27791563
906,1975 - 1979,9,24,0,399.458333333
907,1975 - 1979,9,24,1,705.469517743
908,1975 - 1979,9,24,2,819.557122708
909,1975 - 1979,9,25,0,992.470588235
910,1975 - 1979,9,25,1,654.90248227
911,1975 - 1979,9,25,2,690.337614679
912,1975 - 1979,9,26,0,585.511627907
913,1975 - 1979,9,26,1,661.555981385
914,1975 - 1979,9,26,2,744.102247191
915,1975 - 1979,9,27,0,1021.125
916,1975 - 1979,9,27,1,748.472412847
917,1975 - 1979,9,27,2,854.0
918,1975 - 1979,9,28,0,1185.11111111
919,1975 - 1979,9,28,1,676.712010444
920,1975 - 1979,9,28,2,734.813063063
921,1975 - 1979,9,29,0,697.642857143
922,1975 - 1979,9,29,1,654.818312285
923,1975 - 1979,9,29,2,791.236938032
924,1975 - 1979,9,30,0,689.666666667
925,1975 - 1979,9,30,1,653.398702235
926,1975 - 1979,9,30,2,678.5830721
927,1975 - 1979,9,31,0,583.678571429
928,1975 - 1979,9,31,1,733.114298323
929,1975 - 1979,9,31,2,829.963827305
930,1980 - 1984,10,01,0,673.209302326
931,1980 - 1984,10,01,1,1307.1643514
932,1980 - 1984,10,01,2,730.216122307
933,1980 - 1984,10,02,0,381.7
934,1980 - 1984,10,02,1,698.789163722
935,1980 - 1984,10,02,2,515.405882353
936,1980 - 1984,10,03,0,784.333333333
937,1980 - 1984,10,03,1,644.025938567
938,1980 - 1984,10,03,2,1464.9
939,1980 - 1984,10,04,0,653.84
940,1980 - 1984,10,04,1,636.348268839
941,1980 - 1984,10,04,2,715.020618557
942,1980 - 1984,10,05,0,552.868421053
943,1980 - 1984,10,05,1,635.950908198
944,1980 - 1984,10,05,2,801.169708029
945,1980 - 1984,10,06,0,670.487179487
946,1980 - 1984,10,06,1,635.311083123
947,1980 - 1984,10,06,2,721.396997498
948,1980 - 1984,10,07,0,1223.8
949,1980 - 1984,10,07,1,569.619675456
950,1980 - 1984,10,07,2,584.234741784
951,1980 - 1984,10,08,0,834.259259259
952,1980 - 1984,10,08,1,613.255771567
953,1980 - 1984,10,08,2,682.866748166
954,1980 - 1984,10,09,0,635.4
955,1980 - 1984,10,09,1,750.546785803
956,1980 - 1984,10,09,2,1586.07821782
957,1980 - 1984,10,10,0,636.71875
958,1980 - 1984,10,10,1,666.825444907
959,1980 - 1984,10,10,2,713.565064478
960,1980 - 1984,10,11,0,866.0
961,1980 - 1984,10,11,1,693.539565697
962,1980 - 1984,10,11,2,1718.71900826
963,1980 - 1984,10,12,0,888.84
964,1980 - 1984,10,12,1,638.026956107
965,1980 - 1984,10,12,2,844.040946315
966,1980 - 1984,10,13,0,718.102564103
967,1980 - 1984,10,13,1,627.773881932
968,1980 - 1984,10,13,2,640.725225225
969,1980 - 1984,10,14,0,495.161290323
970,1980 - 1984,10,14,1,604.128481161
971,1980 - 1984,10,14,2,662.033976125
972,1980 - 1984,10,15,0,585.632653061
973,1980 - 1984,10,15,1,619.279286927
974,1980 - 1984,10,15,2,980.330946698
975,1980 - 1984,10,16,0,614.760869565
976,1980 - 1984,10,16,1,622.863430883
977,1980 - 1984,10,16,2,690.94
978,1980 - 1984,10,17,0,888.372093023
979,1980 - 1984,10,17,1,677.869124112
980,1980 - 1984,10,17,2,717.511511512
981,1980 - 1984,10,18,0,803.384615385
982,1980 - 1984,10,18,1,690.249703205
983,1980 - 1984,10,18,2,692.328800989
984,1980 - 1984,10,19,0,651.176470588
985,1980 - 1984,10,19,1,652.915341545
986,1980 - 1984,10,19,2,735.48415922
987,1980 - 1984,10,20,0,772.666666667
988,1980 - 1984,10,20,1,607.883743367
989,1980 - 1984,10,20,2,668.047706422
990,1980 - 1984,10,21,0,425.714285714
991,1980 - 1984,10,21,1,549.463576159
992,1980 - 1984,10,21,2,483.333333333
993,1980 - 1984,10,22,0,728.342105263
994,1980 - 1984,10,22,1,654.782273008
995,1980 - 1984,10,22,2,685.256313131
996,1980 - 1984,10,23,0,728.638297872
997,1980 - 1984,10,23,1,726.361986845
998,1980 - 1984,10,23,2,703.502287283
999,1980 - 1984,10,24,0,699.85
1000,1980 - 1984,10,24,1,765.339077103
1001,1980 - 1984,10,24,2,1045.75958188
1002,1980 - 1984,10,25,0,806.052631579
1003,1980 - 1984,10,25,1,677.814686659
1004,1980 - 1984,10,25,2,741.764439411
1005,1980 - 1984,10,26,0,740.133333333
1006,1980 - 1984,10,26,1,698.122729287
1007,1980 - 1984,10,26,2,741.023238381
1008,1980 - 1984,10,27,0,792.514285714
1009,1980 - 1984,10,27,1,655.883086681
1010,1980 - 1984,10,27,2,747.762633997
1011,1980 - 1984,10,28,0,470.028571429
1012,1980 - 1984,10,28,1,660.743223671
1013,1980 - 1984,10,28,2,901.807633588
1014,1980 - 1984,10,29,0,759.0
1015,1980 - 1984,10,29,1,641.927196282
1016,1980 - 1984,10,29,2,737.968775678
1017,1980 - 1984,10,30,0,626.882352941
1018,1980 - 1984,10,30,1,690.713233426
1019,1980 - 1984,10,30,2,697.217391304
1020,1980 - 1984,10,31,0,755.744186047
1021,1980 - 1984,10,31,1,820.043305972
1022,1980 - 1984,10,31,2,853.318076028
1023,1985 - 1989,11,01,0,675.88
1024,1985 - 1989,11,01,1,667.465765004
1025,1985 - 1989,11,01,2,787.369959677
1026,1985 - 1989,11,02,0,484.555555556
1027,1985 - 1989,11,02,1,595.721172023
1028,1985 - 1989,11,02,2,842.854166667
1029,1985 - 1989,11,03,0,720.24
1030,1985 - 1989,11,03,1,1000.96986033
1031,1985 - 1989,11,03,2,817.112041211
1032,1985 - 1989,11,04,0,778.28
1033,1985 - 1989,11,04,1,660.56698762
1034,1985 - 1989,11,04,2,897.978427279
1035,1985 - 1989,11,05,0,830.269230769
1036,1985 - 1989,11,05,1,626.333402232
1037,1985 - 1989,11,05,2,835.679586563
1038,1985 - 1989,11,06,0,621.481481481
1039,1985 - 1989,11,06,1,631.554599247
1040,1985 - 1989,11,06,2,717.806010929
1041,1985 - 1989,11,07,0,639.363636364
1042,1985 - 1989,11,07,1,602.090505768
1043,1985 - 1989,11,07,2,636.291666667
1044,1985 - 1989,11,08,0,522.235294118
1045,1985 - 1989,11,08,1,606.427301901
1046,1985 - 1989,11,08,2,737.601973684
1047,1985 - 1989,11,09,0,1089.23684211
1048,1985 - 1989,11,09,1,719.479697033
1049,1985 - 1989,11,09,2,694.629458388
1050,1985 - 1989,11,10,0,766.607142857
1051,1985 - 1989,11,10,1,706.394413408
1052,1985 - 1989,11,10,2,707.807030666
1053,1985 - 1989,11,11,0,876.52
1054,1985 - 1989,11,11,1,756.249659679
1055,1985 - 1989,11,11,2,813.101552393
1056,1985 - 1989,11,12,0,854.36
1057,1985 - 1989,11,12,1,773.252730777
1058,1985 - 1989,11,12,2,1015.11424984
1059,1985 - 1989,11,13,0,630.291666667
1060,1985 - 1989,11,13,1,587.292080795
1061,1985 - 1989,11,13,2,711.178992497
1062,1985 - 1989,11,14,0,597.307692308
1063,1985 - 1989,11,14,1,643.778149853
1064,1985 - 1989,11,14,2,680.195307108
1065,1985 - 1989,11,15,0,804.613636364
1066,1985 - 1989,11,15,1,630.165111407
1067,1985 - 1989,11,15,2,711.810406699
1068,1985 - 1989,11,16,0,890.7
1069,1985 - 1989,11,16,1,779.17970582
1070,1985 - 1989,11,16,2,656.651504549
1071,1985 - 1989,11,17,0,872.64516129
1072,1985 - 1989,11,17,1,814.640458015
1073,1985 - 1989,11,17,2,768.897617514
1074,1985 - 1989,11,18,0,755.606060606
1075,1985 - 1989,11,18,1,710.860361613
1076,1985 - 1989,11,18,2,813.021674141
1077,1985 - 1989,11,19,0,911.065217391
1078,1985 - 1989,11,19,1,664.048267808
1079,1985 - 1989,11,19,2,785.641367323
1080,1985 - 1989,11,20,0,607.138888889
1081,1985 - 1989,11,20,1,584.980789093
1082,1985 - 1989,11,20,2,694.050209205
1083,1985 - 1989,11,21,0,460.0
1084,1985 - 1989,11,21,1,553.056838366
1085,1985 - 1989,11,21,2,568.966101695
1086,1985 - 1989,11,22,0,672.636363636
1087,1985 - 1989,11,22,1,636.014352818
1088,1985 - 1989,11,22,2,750.05840708
1089,1985 - 1989,11,23,0,838.880952381
1090,1985 - 1989,11,23,1,663.695156695
1091,1985 - 1989,11,23,2,1249.8980344
1092,1985 - 1989,11,24,0,1219.7826087
1093,1985 - 1989,11,24,1,769.962057878
1094,1985 - 1989,11,24,2,862.409967846
1095,1985 - 1989,11,25,0,755.642857143
1096,1985 - 1989,11,25,1,684.977069351
1097,1985 - 1989,11,25,2,698.927338129
1098,1985 - 1989,11,26,0,987.486486486
1099,1985 - 1989,11,26,1,656.175301764
1100,1985 - 1989,11,26,2,801.209474886
1101,1985 - 1989,11,27,0,807.338461538
1102,1985 - 1989,11,27,1,685.35448499
1103,1985 - 1989,11,27,2,721.807736064
1104,1985 - 1989,11,28,0,758.121212121
1105,1985 - 1989,11,28,1,658.318111852
1106,1985 - 1989,11,28,2,747.47700831
1107,1985 - 1989,11,29,0,1407.16
1108,1985 - 1989,11,29,1,853.644504505
1109,1985 - 1989,11,29,2,877.767846058
1110,1985 - 1989,11,30,0,798.184210526
1111,1985 - 1989,11,30,1,630.237804878
1112,1985 - 1989,11,30,2,775.881846154
1113,1985 - 1989,11,31,0,1061.22222222
1114,1985 - 1989,11,31,1,911.581089289
1115,1985 - 1989,11,31,2,1093.87427552
1116,1990 - 1994,12,01,0,944.272727273
1117,1990 - 1994,12,01,1,723.179347826
1118,1990 - 1994,12,01,2,740.227906977
1119,1990 - 1994,12,02,0,826.25
1120,1990 - 1994,12,02,1,1461.56550952
1121,1990 - 1994,12,02,2,547.329608939
1122,1990 - 1994,12,03,0,668.954545455
1123,1990 - 1994,12,03,1,702.811326124
1124,1990 - 1994,12,03,2,751.169430425
1125,1990 - 1994,12,04,0,858.111111111
1126,1990 - 1994,12,04,1,678.569235589
1127,1990 - 1994,12,04,2,746.053398058
1128,1990 - 1994,12,05,0,560.15
1129,1990 - 1994,12,05,1,647.423416407
1130,1990 - 1994,12,05,2,745.612998523
1131,1990 - 1994,12,06,0,508.3125
1132,1990 - 1994,12,06,1,662.877943841
1133,1990 - 1994,12,06,2,712.104111406
1134,1990 - 1994,12,07,0,481.4
1135,1990 - 1994,12,07,1,523.895439377
1136,1990 - 1994,12,07,2,579.915662651
1137,1990 - 1994,12,08,0,638.576923077
1138,1990 - 1994,12,08,1,620.143319314
1139,1990 - 1994,12,08,2,742.005030181
1140,1990 - 1994,12,09,0,541.904761905
1141,1990 - 1994,12,09,1,629.034792063
1142,1990 - 1994,12,09,2,693.773387097
1143,1990 - 1994,12,10,0,487.75
1144,1990 - 1994,12,10,1,726.889808917
1145,1990 - 1994,12,10,2,729.27014218
1146,1990 - 1994,12,11,0,1881.46666667
1147,1990 - 1994,12,11,1,857.535231944
1148,1990 - 1994,12,11,2,908.532423208
1149,1990 - 1994,12,12,0,1095.5862069
1150,1990 - 1994,12,12,1,628.964686998
1151,1990 - 1994,12,12,2,744.701587302
1152,1990 - 1994,12,13,0,1653.72222222
1153,1990 - 1994,12,13,1,607.975299112
1154,1990 - 1994,12,13,2,794.329472329
1155,1990 - 1994,12,14,0,800.617647059
1156,1990 - 1994,12,14,1,661.417027027
1157,1990 - 1994,12,14,2,707.614754098
1158,1990 - 1994,12,15,0,879.611111111
1159,1990 - 1994,12,15,1,647.328051498
1160,1990 - 1994,12,15,2,914.68238762
1161,1990 - 1994,12,16,0,1251.40740741
1162,1990 - 1994,12,16,1,618.095145631
1163,1990 - 1994,12,16,2,696.991610738
1164,1990 - 1994,12,17,0,1169.88888889
1165,1990 - 1994,12,17,1,735.804041641
1166,1990 - 1994,12,17,2,878.245915033
1167,1990 - 1994,12,18,0,1612.54545455
1168,1990 - 1994,12,18,1,704.878205128
1169,1990 - 1994,12,18,2,792.569179785
1170,1990 - 1994,12,19,0,1255.19047619
1171,1990 - 1994,12,19,1,644.554942418
1172,1990 - 1994,12,19,2,734.795409836
1173,1990 - 1994,12,20,0,1783.9130435
1174,1990 - 1994,12,20,1,721.028272251
1175,1990 - 1994,12,20,2,689.828640386
1176,1990 - 1994,12,21,0,503.0
1177,1990 - 1994,12,21,1,501.718905473
1178,1990 - 1994,12,21,2,517.41
1179,1990 - 1994,12,22,0,607.142857143
1180,1990 - 1994,12,22,1,725.86625846
1181,1990 - 1994,12,22,2,733.734631148
1182,1990 - 1994,12,23,0,769.580645161
1183,1990 - 1994,12,23,1,660.716866057
1184,1990 - 1994,12,23,2,827.635144199
1185,1990 - 1994,12,24,0,793.25
1186,1990 - 1994,12,24,1,769.397117883
1187,1990 - 1994,12,24,2,1000.85547104
1188,1990 - 1994,12,25,0,870.0
1189,1990 - 1994,12,25,1,723.172361657
1190,1990 - 1994,12,25,2,741.157228018
1191,1990 - 1994,12,26,0,1193.85714286
1192,1990 - 1994,12,26,1,699.642528736
1193,1990 - 1994,12,26,2,856.242866622
1194,1990 - 1994,12,27,0,1053.53846154
1195,1990 - 1994,12,27,1,611.398411648
1196,1990 - 1994,12,27,2,721.259723965
1197,1990 - 1994,12,28,0,703.722222222
1198,1990 - 1994,12,28,1,637.893087162
1199,1990 - 1994,12,28,2,748.380273321
1200,1990 - 1994,12,29,0,1173.28
1201,1990 - 1994,12,29,1,680.805406665
1202,1990 - 1994,12,29,2,746.04735376
1203,1990 - 1994,12,30,0,842.5625
1204,1990 - 1994,12,30,1,658.08451417
1205,1990 - 1994,12,30,2,791.918687589
1206,1990 - 1994,12,31,0,1253.92307692
1207,1990 - 1994,12,31,1,814.67521994,121
1208,1990 - 1994,12,31,2,1010.35813953
1209,1995 - 1999,13,01,0,662.846153846
1210,1995 - 1999,13,01,1,833.259044863
1211,1995 - 1999,13,01,2,749.662004,14662
1212,1995 - 1999,13,02,0,380.0
1213,1995 - 1999,13,02,1,1073.03488372
1214,1995 - 1999,13,02,2,547.509433962
1215,1995 - 1999,13,03,0,747.111111111
1216,1995 - 1999,13,03,1,685.660978385
1217,1995 - 1999,13,03,2,817.081325301
1218,1995 - 1999,13,04,0,496.0
1219,1995 - 1999,13,04,1,700.122555411
1220,1995 - 1999,13,04,2,753.721991701
1221,1995 - 1999,13,05,0,564.75
1222,1995 - 1999,13,05,1,619.172932331
1223,1995 - 1999,13,05,2,705.076433121
1224,1995 - 1999,13,06,0,728.833333333
1225,1995 - 1999,13,06,1,584.604541895
1226,1995 - 1999,13,06,2,709.229213483
1227,1995 - 1999,13,07,0,0.0
1228,1995 - 1999,13,07,1,770.396475771
1229,1995 - 1999,13,07,2,633.59375
1230,1995 - 1999,13,08,0,395.111111111
1231,1995 - 1999,13,08,1,538.998886414
1232,1995 - 1999,13,08,2,710.891608392
1233,1995 - 1999,13,09,0,424.25
1234,1995 - 1999,13,09,1,884.892661555
1235,1995 - 1999,13,09,2,738.312138728
1236,1995 - 1999,13,10,0,346.5
1237,1995 - 1999,13,10,1,764.80137931
1238,1995 - 1999,13,10,2,1336.3180212
1239,1995 - 1999,13,11,0,729.0
1240,1995 - 1999,13,11,1,1730.23580786
1241,1995 - 1999,13,11,2,1047.0112782
1242,1995 - 1999,13,12,0,652.181818182
1243,1995 - 1999,13,12,1,643.114473684
1244,1995 - 1999,13,12,2,755.642633229
1245,1995 - 1999,13,13,0,504.0
1246,1995 - 1999,13,13,1,715.626394052
1247,1995 - 1999,13,13,2,762.390243902
1248,1995 - 1999,13,14,0,1180.125
1249,1995 - 1999,13,14,1,633.161157025
1250,1995 - 1999,13,14,2,817.295620438
1251,1995 - 1999,13,15,0,621.25
1252,1995 - 1999,13,15,1,631.761111111
1253,1995 - 1999,13,15,2,1671.63461538
1254,1995 - 1999,13,16,0,990.818181818
1255,1995 - 1999,13,16,1,996.0
1256,1995 - 1999,13,16,2,730.400662252
1257,1995 - 1999,13,17,0,1052.375
1258,1995 - 1999,13,17,1,769.250434783
1259,1995 - 1999,13,17,2,785.328519856
1260,1995 - 1999,13,18,0,598.666666667
1261,1995 - 1999,13,18,1,681.366987179
1262,1995 - 1999,13,18,2,1002.65350877
1263,1995 - 1999,13,19,0,953.8
1264,1995 - 1999,13,19,1,585.057874763
1265,1995 - 1999,13,19,2,1033.20882353
1266,1995 - 1999,13,20,0,711.833333333
1267,1995 - 1999,13,20,1,544.4906639
1268,1995 - 1999,13,20,2,647.858381503
1269,1995 - 1999,13,21,0,1342.0
1270,1995 - 1999,13,21,1,627.628571429
1271,1995 - 1999,13,21,2,1827.8125
1272,1995 - 1999,13,22,0,1390.2
1273,1995 - 1999,13,22,1,623.050480769
1274,1995 - 1999,13,22,2,731.15916955
1275,1995 - 1999,13,23,0,889.818181818
1276,1995 - 1999,13,23,1,675.666666667
1277,1995 - 1999,13,23,2,700.07079646
1278,1995 - 1999,13,24,0,1664.08333333
1279,1995 - 1999,13,24,1,853.078974359
1280,1995 - 1999,13,24,2,841.847025496
1281,1995 - 1999,13,25,0,774.333333333
1282,1995 - 1999,13,25,1,745.021024967
